age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,gender_Male,gender_Other,occupation_Doctor,occupation_Freelancer,occupation_Manager,occupation_Researcher,occupation_Software Engineer,occupation_Student,occupation_Teacher
40.0,3.96,26.0,6.62,1.0,58.0,24.0,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,5.56,84.0,4.39,2.0,45.0,184.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,4.16,118.0,4.89,1.0,99.0,51.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51.0,6.42,118.0,7.69,3.0,14.0,135.0,9.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20.0,6.66,68.0,5.41,1.0,4.0,273.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,2.31,57.0,6.36,0.0,20.0,158.0,3.68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19.0,9.37,93.0,6.15,3.0,4.0,253.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,8.29,63.0,7.93,3.0,3.0,265.0,9.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23.0,2.53,0.0,6.7,4.0,43.0,111.0,5.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43.0,8.99,14.0,6.5,3.0,64.0,187.0,9.59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52.0,5.14,97.0,6.12,3.0,30.0,211.0,3.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,9.37,117.0,6.25,0.0,16.0,139.0,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,9.03,92.0,7.2,4.0,117.0,149.0,9.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,7.26,28.0,8.32,0.0,57.0,101.0,8.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,3.36,66.0,8.23,1.0,15.0,258.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,2.54,14.0,6.33,2.0,116.0,188.0,2.91,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57.0,7.93,112.0,6.89,1.0,62.0,176.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5.42,107.0,6.11,4.0,58.0,43.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,4.35,27.0,5.08,0.0,11.0,248.0,6.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,8.75,29.0,7.22,3.0,89.0,134.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27.0,7.53,80.0,5.16,4.0,14.0,45.0,8.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41.0,2.11,94.0,5.66,2.0,52.0,249.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37.0,1.29,33.0,5.41,0.0,76.0,179.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,8.66,57.0,5.68,1.0,23.0,58.0,8.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,90.0,5.81,0.0,93.0,87.0,5.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23.0,6.35,90.0,5.7,3.0,29.0,54.0,8.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54.0,2.83,95.0,4.18,1.0,83.0,192.0,3.46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49.0,7.65,18.0,5.61,1.0,35.0,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,1.63,115.0,8.31,2.0,46.0,20.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56.0,7.86,62.0,6.39,0.0,103.0,32.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,9.59,113.0,5.43,2.0,48.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,5.0,20.0,8.6,2.0,18.0,259.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,7.7,27.0,4.32,0.0,69.0,73.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,8.23,21.0,7.7,3.0,100.0,183.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,6.33,87.0,6.26,2.0,91.0,148.0,7.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30.0,6.91,3.0,7.87,1.0,49.0,60.0,3.52,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,7.51,56.0,8.8,3.0,59.0,259.0,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,1.35,43.0,6.21,2.0,83.0,193.0,1.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51.0,4.38,11.0,6.87,0.0,61.0,210.0,5.41,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,1.31,53.0,6.8,3.0,68.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49.0,7.33,115.0,4.34,0.0,26.0,238.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50.0,7.29,117.0,8.22,1.0,21.0,221.0,8.96,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,1.39,83.0,6.54,2.0,106.0,242.0,4.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46.0,7.08,81.0,7.13,4.0,48.0,233.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21.0,4.3,66.0,7.89,2.0,78.0,181.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59.0,7.72,50.0,8.71,4.0,70.0,125.0,9.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23.0,7.89,118.0,4.92,2.0,104.0,20.0,9.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45.0,8.35,54.0,5.92,3.0,4.0,81.0,9.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50.0,2.59,38.0,5.35,4.0,7.0,150.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,2.68,29.0,4.48,0.0,41.0,25.0,3.22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,4.73,39.0,7.32,1.0,108.0,128.0,4.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,9.85,18.0,5.56,0.0,95.0,157.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,3.67,91.0,7.56,2.0,43.0,187.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,9.97,45.0,6.82,1.0,29.0,118.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54.0,3.55,15.0,5.25,3.0,87.0,187.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,2.36,102.0,7.73,4.0,16.0,84.0,6.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47.0,2.56,86.0,7.98,3.0,15.0,233.0,9.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50.0,2.58,38.0,6.58,2.0,92.0,57.0,4.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48.0,3.09,54.0,4.26,2.0,38.0,38.0,3.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58.0,4.98,99.0,8.96,1.0,45.0,100.0,8.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,7.84,36.0,8.31,3.0,16.0,114.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,3.22,30.0,8.34,4.0,93.0,293.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,5.34,87.0,6.15,2.0,109.0,262.0,8.86,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59.0,9.63,114.0,4.16,2.0,96.0,252.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43.0,7.17,80.0,6.1,1.0,101.0,119.0,8.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55.0,7.34,20.0,5.18,2.0,99.0,240.0,9.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46.0,3.25,56.0,7.69,4.0,90.0,274.0,5.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,4.47,44.0,7.35,4.0,12.0,131.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41.0,7.49,113.0,6.74,3.0,24.0,245.0,6.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32.0,6.95,49.0,4.44,3.0,110.0,295.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,2.09,13.0,4.98,3.0,72.0,58.0,4.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,9.68,69.0,6.88,0.0,78.0,92.0,9.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,4.98,20.0,4.99,2.0,83.0,127.0,6.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41.0,2.8,60.0,7.52,3.0,76.0,58.0,5.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40.0,1.91,15.0,6.95,2.0,35.0,151.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36.0,9.26,56.0,5.31,3.0,89.0,171.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,6.79,102.0,5.56,3.0,23.0,108.0,8.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.0,2.73,30.0,6.23,2.0,43.0,175.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,7.76,81.0,7.04,2.0,48.0,115.0,7.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57.0,2.41,47.0,8.38,1.0,74.0,99.0,2.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.0,8.41,72.0,5.38,2.0,4.0,156.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,3.27,113.0,7.87,0.0,42.0,282.0,5.48,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,2.59,93.0,4.89,4.0,95.0,243.0,7.11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47.0,2.39,21.0,6.9,2.0,51.0,274.0,4.37,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,9.97,99.0,8.16,0.0,14.0,29.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,6.54,116.0,8.71,4.0,64.0,157.0,9.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,7.78,103.0,7.33,1.0,29.0,236.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,8.76,51.0,6.09,3.0,32.0,252.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,5.72,1.0,6.73,1.0,99.0,293.0,6.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41.0,4.13,0.0,6.32,4.0,51.0,69.0,7.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,1.37,45.0,8.72,0.0,82.0,123.0,1.84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24.0,8.35,13.0,7.29,4.0,17.0,211.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26.0,8.97,96.0,5.32,2.0,11.0,29.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,9.91,106.0,6.21,0.0,28.0,259.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,4.45,63.0,5.24,1.0,56.0,70.0,2.43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,2.27,36.0,6.48,4.0,6.0,224.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,6.87,89.0,8.15,2.0,78.0,223.0,9.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56.0,6.13,70.0,8.79,2.0,3.0,217.0,7.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44.0,9.58,101.0,7.14,2.0,5.0,166.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,7.92,78.0,4.0,0.0,70.0,296.0,8.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48.0,3.72,115.0,4.09,4.0,118.0,196.0,7.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,4.61,109.0,8.76,3.0,9.0,239.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,5.37,114.0,6.01,2.0,88.0,104.0,8.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46.0,9.66,31.0,4.75,0.0,37.0,84.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,7.82,72.0,7.8,1.0,28.0,298.0,9.37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,8.51,93.0,8.72,3.0,14.0,173.0,7.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30.0,1.6,27.0,5.11,1.0,25.0,64.0,5.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.0,8.7,108.0,4.34,4.0,75.0,251.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,6.02,28.0,5.17,0.0,117.0,22.0,5.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.0,3.86,119.0,6.73,3.0,106.0,77.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,9.58,108.0,4.37,4.0,109.0,228.0,9.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47.0,9.2,104.0,7.18,4.0,59.0,280.0,8.61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,4.0,108.0,8.84,0.0,103.0,173.0,4.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,9.97,44.0,5.5,3.0,22.0,297.0,8.28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.0,8.16,81.0,6.87,3.0,68.0,280.0,9.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,6.58,107.0,4.56,1.0,20.0,216.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,2.64,36.0,5.12,2.0,18.0,94.0,9.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,8.87,72.0,7.55,1.0,78.0,235.0,8.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40.0,9.72,13.0,8.91,0.0,83.0,55.0,9.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25.0,8.71,96.0,7.24,3.0,9.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25.0,6.67,101.0,4.07,0.0,54.0,51.0,8.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,1.44,53.0,6.49,4.0,115.0,213.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50.0,1.64,61.0,6.31,3.0,51.0,195.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.57,35.0,7.87,0.0,47.0,92.0,7.19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54.0,3.49,68.0,5.14,2.0,17.0,107.0,6.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,9.36,56.0,4.19,4.0,97.0,239.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,8.84,32.0,4.65,0.0,50.0,175.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,7.53,64.0,7.43,3.0,117.0,268.0,7.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52.0,4.22,58.0,8.51,1.0,62.0,180.0,5.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,1.43,82.0,8.0,0.0,43.0,137.0,1.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,6.04,89.0,4.68,4.0,86.0,140.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,9.53,99.0,5.67,2.0,4.0,53.0,8.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44.0,4.09,98.0,7.13,1.0,96.0,284.0,5.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39.0,7.03,10.0,4.68,1.0,33.0,41.0,7.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48.0,7.96,92.0,7.73,0.0,61.0,168.0,9.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,8.63,107.0,7.28,2.0,23.0,67.0,9.38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37.0,9.2,24.0,8.96,2.0,91.0,201.0,8.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,5.39,109.0,7.83,3.0,103.0,206.0,5.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49.0,6.87,43.0,5.58,2.0,99.0,153.0,6.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43.0,7.46,27.0,8.46,2.0,80.0,62.0,9.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31.0,1.21,44.0,8.81,3.0,110.0,58.0,1.51,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,1.66,79.0,5.73,1.0,47.0,50.0,4.12,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,7.87,81.0,7.04,0.0,18.0,296.0,9.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,3.54,74.0,4.34,4.0,5.0,103.0,3.91,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57.0,8.07,13.0,4.31,4.0,41.0,20.0,9.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49.0,5.82,19.0,6.37,4.0,113.0,133.0,6.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44.0,7.41,9.0,7.88,4.0,70.0,231.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,8.27,58.0,5.58,4.0,19.0,176.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,2.9,34.0,8.99,0.0,74.0,287.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18.0,1.11,106.0,5.81,1.0,93.0,278.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,9.23,22.0,5.95,4.0,54.0,217.0,9.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,7.87,98.0,4.6,1.0,105.0,213.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,3.47,1.0,5.76,2.0,25.0,28.0,2.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32.0,6.48,63.0,7.88,2.0,0.0,168.0,7.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25.0,3.31,104.0,6.6,2.0,67.0,162.0,5.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40.0,1.05,101.0,8.36,0.0,36.0,212.0,4.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41.0,6.44,102.0,5.13,0.0,60.0,236.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,9.6,12.0,5.37,2.0,39.0,237.0,9.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34.0,4.84,113.0,7.1,0.0,110.0,216.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55.0,7.46,40.0,7.26,0.0,68.0,146.0,7.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52.0,9.9,44.0,6.4,3.0,38.0,269.0,9.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,6.35,99.0,7.4,0.0,69.0,225.0,8.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36.0,2.83,13.0,8.14,4.0,110.0,49.0,2.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,1.2,90.0,6.62,1.0,97.0,120.0,2.82,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,9.11,75.0,5.32,0.0,21.0,31.0,9.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
